model_name,property,random_seed,r2_mean,r2_se,mae_mean,mae_se,rmse_mean,rmse_se
MT CrabNet concat_at_input 1,PF,42,0.8266040235508545,0.017143270473069475,2.4912989112329447,0.11991048018148205,4.523584265274434,0.24211558856093496
MT CrabNet concat_at_input 2,PF,42,0.8299773368795311,0.015630790401540803,2.482739670651167,0.11610243757966342,4.484915134783632,0.2180887647942052
MT CrabNet concat_at_input 3,PF,42,0.8337446444064825,0.017949983571980604,2.441158782172427,0.1394242578020747,4.437028570095067,0.2877993987276336
MT CrabNet concat_at_input 4,PF,42,0.6426639284700155,0.047462972750072496,4.102065251888822,0.2362614847499083,6.402713114988846,0.26233187735976904
MT CrabNet tile_at_input concat_at_attn,PF,42,0.8026453660407498,0.02397696362796729,2.635519387215873,0.1898520347987989,4.8454268416286,0.40955651912032753
MT CrabNet tile_at_input 0,PF,42,0.8265974678849608,0.018934916589502977,2.513940201561639,0.15051487919729942,4.520389666367758,0.2747214567925766
MT CrabNet tile_at_input 1,PF,42,0.8188754551150866,0.02024318905251942,2.542989603997033,0.16661865660784356,4.640221065427101,0.345155646578299
MT CrabNet tile_at_input 2,PF,42,0.8264387668072078,0.017182634237412155,2.5111749849083127,0.11856672797116835,4.537473880206757,0.25382873270463396
MT CrabNet tile_at_input 3,PF,42,0.8212209020775811,0.019430905840433527,2.5115139211953,0.14066352880909333,4.609409956103027,0.3390072982538323
MT CrabNet tile_at_input 4,PF,42,0.7499714635474095,0.03558231948583107,3.265879015496401,0.2648903321026693,5.396469329585869,0.28031561249374376
MT CrabNet concat_at_output concat_at_attn,PF,42,0.8135427236554309,0.015777357780304677,2.641107246599597,0.10771383834649058,4.713791316217405,0.2674714017053169
MT CrabNet concat_at_output 0,PF,42,0.8129737424801664,0.018080920846775827,2.6011047443082336,0.12153490928337227,4.72224147665028,0.32122085440740583
MT CrabNet concat_at_output 1,PF,42,0.8069289290520023,0.02132157791548529,2.626194868442881,0.12016456526421793,4.799224831038252,0.38392465131146497
MT CrabNet concat_at_output 2,PF,42,0.8156452389678185,0.01966394350542756,2.5967602666914225,0.14899756524576982,4.674320189604584,0.33415716809809337
MT CrabNet concat_at_output 3,PF,42,0.8064005689321675,0.022753367898094727,2.615864361852046,0.15808754411967538,4.7779352394113825,0.3571803821274754
MT CrabNet concat_at_output 4,PF,42,0.6611451540384583,0.04488161992803576,4.077503375280585,0.22822420901703194,6.249989197807617,0.2516864459024513
MT CrabNet concat_at_input concat_at_attn,zT,42,0.8400163772701366,0.009883156706929063,0.10684947968698269,0.002017055094072636,0.17457609430731508,0.004838908918643289
MT CrabNet concat_at_input 0,zT,42,0.8398797258789872,0.01333924125184272,0.10680548081937216,0.0022518952312995527,0.1741068717965847,0.005215632179946753
MT CrabNet concat_at_input 1,zT,42,0.8501500462805869,0.009678186020111482,0.10536505093448656,0.00303774474998008,0.16908472154995927,0.006276939049511158
MT CrabNet concat_at_input 2,zT,42,0.8504496320792537,0.009672349879896649,0.10382477438002831,0.0031374276585556153,0.16895573150716575,0.006606852652700803
MT CrabNet concat_at_input 3,zT,42,0.8292281406303641,0.01361231460956973,0.10771858244292827,0.0030296622129367735,0.18023735650201617,0.008197539160041714
MT CrabNet concat_at_input 4,zT,42,0.05675625163579416,0.028037087605249193,0.30882744905079385,0.007898770933030232,0.4250821839490115,0.008376477586420588
MT CrabNet tile_at_input concat_at_attn,zT,42,0.8298367126526799,0.01850190042181976,0.10937843975081432,0.003359165833957531,0.1787909444767099,0.006916839927094914
MT CrabNet tile_at_input 0,zT,42,0.8385802094433219,0.014217457825108339,0.10850548795436976,0.003465062208466172,0.1748651792440911,0.0075960715998490205
MT CrabNet tile_at_input 1,zT,42,0.8373419526294132,0.013332507632697948,0.10819674949713014,0.0028579946065780946,0.17566278101956825,0.006423452806125391
MT CrabNet tile_at_input 2,zT,42,0.8407969342346344,0.009855910446422509,0.10638101443524192,0.0023262121093608175,0.17431475313343384,0.006166336267493501
MT CrabNet tile_at_input 3,zT,42,0.817915757340546,0.014159392506182394,0.110038221140773,0.0032494762112788957,0.18617426546118193,0.008472363494550678
MT CrabNet tile_at_input 4,zT,42,0.06056616760275775,0.03446616767630784,0.29439570373804436,0.0057783987309273,0.4239409971037795,0.007905095800940738
MT CrabNet concat_at_output concat_at_attn,zT,42,0.8319695371359037,0.008241836836695687,0.11084136896794965,0.0025967183659639913,0.17934390959484264,0.005768151370207452
MT CrabNet concat_at_output 0,zT,42,0.826570931299736,0.010868617657928408,0.11189819271223249,0.0020819570618489736,0.18167979694415287,0.004286300628729512
MT CrabNet concat_at_output 1,zT,42,0.8248666806289094,0.011588946542487127,0.11226815086605535,0.003258592611148269,0.18271380610430268,0.006329832723707266
MT CrabNet concat_at_output 2,zT,42,0.8189132813198903,0.01652390510396422,0.11382171991815515,0.00507429433807051,0.18563466249951335,0.010076972518910732
MT CrabNet concat_at_output 3,zT,42,0.8236734893375048,0.016873779374217492,0.11116370586139382,0.004567621665000229,0.18288549324649755,0.009499748750641761
MT CrabNet concat_at_output 4,zT,42,-0.011432339825041571,0.039602918112940824,0.3175717785431213,0.004572278321648957,0.43947951454754175,0.0030853783220682017
